Unique_ID,Strain,CopyNumber
U2327,AnTat-1-1E,108
U2327,AnTat-25-1S,285
U2327,AnTat-34-1-P10,113
U2327,GMOM-ZM-83-TRPZ323,1161
U2327,GPAL-ZM-80-TRPZ13,118
U2327,GPAL-ZM-83-TRPZ320,1434
U2327,Lister-427,605
U2327,LIZZARD,204
U2327,LOPEZ,139
U2327,MCAP-ZM-83-TRPZ267,101
U2327,MHOM-CI-78-TH1-037,121
U2327,MHOM-KE-81-LVH122,225
U2327,MHOM-KE-82-LVH61R,500
U2327,MHOM-KE-82-LVH61R-bis,986
U2327,MHOM-SD-82-BIYAMINA-bis,596
U2327,MHOM-UG-77-KETRI-2355,257
U2327,MHOM-ZM-82-TRPZ186,146
U2327,STIB847,104
U2327,TRPZ26,141
U2328,AnTat-12-1S,116
U2328,GMOM-ZM-83-TRPZ-317,186
U2328,MHOM-SD-82-BIYAMINA,179
U2328,GMOM-ZM-83-TRPZ323,372
U2328,GPAL-ZM-83-TRPZ320,578
U2328,Lister-427,344
U2328,MHOM-KE-82-LVH61R,180
U2328,MHOM-KE-82-LVH61R-bis,363
U2328,MHOM-SD-82-BIYAMINA-bis,170
U2328,MHOM-UG-77-KETRI-2355,112
U2329,AnTat-12-1S,128
U2329,FEO,123
U2329,MHOM-ZM-83-TRPZ-349,129
U2329,MSUS-CI-78-TSW-157,143
U2329,Rumphi,101
U2329,YAOUNDE,119
U2330,AnTat-12-1S,107
U2330,FEO,196
U2330,FEO-AnTat-16-1,166
U2330,Rumphi,106
U2330,AnTat-25-1S,175
U2330,Feo-AnTat-16-1-bis,148
U2330,Lister-427,101
U2330,MHOM-CI-78-TH1-037,125
U2330,MHOM-KE-82-LVH61R-bis,121
U2330,MHOM-SD-82-BIYAMINA-bis,104
U2330,YAOUNDE,243
U2331,AnTat-12-1S,150
U2331,LIZZARD,127
U2331,MHOM-KE-82-LVH61R-bis,118
U2332,AnTat-12-1S,449
U2332,FEO,390
U2332,FEO-AnTat-16-1,384
U2332,MHOM-SD-82-BIYAMINA,389
U2332,MHOM-ZM-80-TRPZ-23,116
U2332,MHOM-ZM-83-TRPZ-349,291
U2332,Rumphi,145
U2332,STIB-851,202
U2332,AnTat-1-1,150
U2332,AnTat-1-1E,178
U2332,AnTat-25-1S,362
U2332,AnTat-34-1-P10,140
U2332,Feo-AnTat-16-1-bis,315
U2332,GMOM-ZM-83-TRPZ323,376
U2332,GPAL-ZM-80-TRPZ13,186
U2332,GPAL-ZM-83-TRPZ320,418
U2332,Lister-427,238
U2332,Lister-427-AT1-KO,114
U2332,LIZZARD,141
U2332,LOPEZ,273
U2332,MCAP-ZM-83-TRPZ267,141
U2332,MHOM-CI-78-TH1-037,184
U2332,MHOM-ET-67-GAMBELA1,165
U2332,MHOM-ET-69-GAMBELA3,171
U2332,MHOM-KE-81-LVH122,154
U2332,MHOM-KE-82-LVH61R,198
U2332,MHOM-KE-82-LVH61R-bis,363
U2332,MHOM-SD-82-BIYAMINA-bis,305
U2332,MHOM-UG-77-KETRI-2355,262
U2332,MHOM-ZM-82-TRPZ186,129
U2332,MSUS-CI-82-TSW31-BO1,273
U2332,TRPZ26,169
U2332,UTAT-1-1,147
U2332,YAOUNDE,460
U2333,AnTat-12-1S,172
U2333,GMOM-ZM-83-TRPZ-317,104
U2333,MHOM-SD-82-BIYAMINA,539
U2333,MHOM-ZM-80-TRPZ-23,128
U2333,MHOM-ZM-83-TRPZ-349,162
U2333,STIB-851,209
U2333,AnTat-25-1S,159
U2333,GMOM-ZM-83-TRPZ323,743
U2333,GPAL-ZM-83-TRPZ320,933
U2333,Lister-427,384
U2333,LIZZARD,126
U2333,LOPEZ,121
U2333,MHOM-CI-78-TH1-037,101
U2333,MHOM-KE-81-LVH122,155
U2333,MHOM-KE-82-LVH61R,369
U2333,MHOM-KE-82-LVH61R-bis,690
U2333,MHOM-SD-82-BIYAMINA-bis,467
U2333,MHOM-UG-77-KETRI-2355,176
U2333,MHOM-ZM-82-TRPZ186,131
U2333,TRPZ26,121
U2334,AnTat-12-1S,986
U2334,FEO,727
U2334,FEO-AnTat-16-1,642
U2334,GMOM-ZM-83-TRPZ-317,189
U2334,MHOM-SD-82-BIYAMINA,1146
U2334,MHOM-ZM-80-TRPZ-23,319
U2334,MHOM-ZM-83-TRPZ-349,582
U2334,Rumphi,445
U2334,STIB-851,430
U2334,AnTat-1-1,456
U2334,AnTat-1-1E,427
U2334,AnTat-25-1S,697
U2334,AnTat-34-1-P10,344
U2334,Etat-1-2R,158
U2334,Feo-AnTat-16-1-bis,494
U2334,GMOM-ZM-83-TRPZ323,1205
U2334,GPAL-ZM-80-TRPZ13,391
U2334,GPAL-ZM-83-TRPZ320,1622
U2334,ITM001,287
U2334,Lister-427,702
U2334,Lister-427-AT1-KO,376
U2334,LIZZARD,605
U2334,LOPEZ,580
U2334,MBOI-ZM-82-TRPZ260,338
U2334,MCAP-ZM-83-TRPZ267,235
U2334,MHOM-CI-78-TH1-037,886
U2334,MHOM-ET-67-GAMBELA1,345
U2334,MHOM-ET-69-GAMBELA3,364
U2334,MHOM-KE-81-LVH122,370
U2334,MHOM-KE-82-LVH61R,661
U2334,MHOM-KE-82-LVH61R-bis,1199
U2334,MHOM-SD-82-BIYAMINA-bis,901
U2334,MHOM-UG-77-KETRI-2355,684
U2334,MHOM-ZM-82-TRPZ186,554
U2334,MSUS-CI-78-TSW129-cloneC,108
U2334,MSUS-CI-82-TSW31-BO1,509
U2334,STIB847,182
U2334,STIB882,232
U2334,STIB883,208
U2334,TRPZ26,468
U2334,UTAT-1-1,311
U2334,YAOUNDE,874
U2335,AnTat-12-1S,726
U2335,FEO,542
U2335,FEO-AnTat-16-1,478
U2335,MHOM-SD-82-BIYAMINA,535
U2335,MHOM-ZM-80-TRPZ-23,391
U2335,MHOM-ZM-83-TRPZ-349,357
U2335,Rumphi,346
U2335,STIB-851,437
U2335,AnTat-1-1,299
U2335,AnTat-1-1E,286
U2335,AnTat-25-1S,626
U2335,AnTat-34-1-P10,227
U2335,Etat-1-2R,129
U2335,Feo-AnTat-16-1-bis,371
U2335,GMOM-ZM-83-TRPZ323,128
U2335,GPAL-ZM-80-TRPZ13,144
U2335,GPAL-ZM-83-TRPZ320,158
U2335,ITM001,163
U2335,Lister-427,202
U2335,Lister-427-AT1-KO,222
U2335,LIZZARD,322
U2335,LOPEZ,393
U2335,MBOI-ZM-82-TRPZ260,183
U2335,MCAP-ZM-83-TRPZ267,164
U2335,MHOM-CI-78-TH1-037,552
U2335,MHOM-ET-67-GAMBELA1,246
U2335,MHOM-ET-69-GAMBELA3,101
U2335,MHOM-KE-81-LVH122,159
U2335,MHOM-KE-82-LVH61R,283
U2335,MHOM-KE-82-LVH61R-bis,581
U2335,MHOM-SD-82-BIYAMINA-bis,403
U2335,MHOM-UG-77-KETRI-2355,309
U2335,MHOM-ZM-82-TRPZ186,209
U2335,MSUS-CI-82-TSW31-BO1,374
U2335,STIB847,157
U2335,STIB882,143
U2335,STIB883,196
U2335,TRPZ26,206
U2335,UTAT-1-1,279
U2335,YAOUNDE,634
U2336,AnTat-12-1S,924
U2336,FEO,809
U2336,FEO-AnTat-16-1,778
U2336,MHOM-SD-82-BIYAMINA,715
U2336,MHOM-ZM-80-TRPZ-23,557
U2336,MHOM-ZM-83-TRPZ-349,472
U2336,Rumphi,479
U2336,STIB-851,582
U2336,AnTat-1-1,405
U2336,AnTat-1-1E,443
U2336,AnTat-25-1S,1037
U2336,AnTat-34-1-P10,376
U2336,Feo-AnTat-16-1-bis,600
U2336,GMOM-ZM-83-TRPZ323,233
U2336,GPAL-ZM-80-TRPZ13,229
U2336,GPAL-ZM-83-TRPZ320,272
U2336,GTAC-ET-70-GAMBELA4,144
U2336,ITM001,313
U2336,Lister-427,274
U2336,Lister-427-AT1-KO,335
U2336,LIZZARD,445
U2336,LOPEZ,461
U2336,MBOI-ZM-82-TRPZ260,230
U2336,MCAP-ZM-83-TRPZ267,200
U2336,MHOM-CI-78-TH1-037,867
U2336,MHOM-ET-67-GAMBELA1,420
U2336,MHOM-ET-69-GAMBELA3,206
U2336,MHOM-KE-81-LVH122,236
U2336,MHOM-KE-82-LVH61R,446
U2336,MHOM-KE-82-LVH61R-bis,828
U2336,MHOM-SD-82-BIYAMINA-bis,599
U2336,MHOM-UG-77-KETRI-2355,473
U2336,MHOM-ZM-82-TRPZ186,278
U2336,MSUS-CI-82-TSW31-BO1,514
U2336,STIB847,266
U2336,STIB882,239
U2336,STIB883,295
U2336,TRPZ26,289
U2336,UTAT-1-1,413
U2336,YAOUNDE,1002
U2337,AnTat-12-1S,678
U2337,FEO,624
U2337,FEO-AnTat-16-1,564
U2337,MHOM-SD-82-BIYAMINA,526
U2337,MHOM-ZM-80-TRPZ-23,171
U2337,MHOM-ZM-83-TRPZ-349,358
U2337,Rumphi,200
U2337,STIB-851,257
U2337,AnTat-1-1,194
U2337,AnTat-1-1E,216
U2337,AnTat-25-1S,516
U2337,AnTat-34-1-P10,218
U2337,Feo-AnTat-16-1-bis,514
U2337,GMOM-ZM-83-TRPZ323,541
U2337,GPAL-ZM-80-TRPZ13,273
U2337,GPAL-ZM-83-TRPZ320,594
U2337,GTAC-ET-70-GAMBELA4,119
U2337,ITM001,105
U2337,Lister-427,327
U2337,Lister-427-AT1-KO,208
U2337,LIZZARD,239
U2337,LOPEZ,360
U2337,MCAP-ZM-83-TRPZ267,176
U2337,MHOM-CI-78-TH1-037,339
U2337,MHOM-ET-67-GAMBELA1,273
U2337,MHOM-ET-69-GAMBELA3,276
U2337,MHOM-KE-81-LVH122,231
U2337,MHOM-KE-82-LVH61R,300
U2337,MHOM-KE-82-LVH61R-bis,589
U2337,MHOM-SD-82-BIYAMINA-bis,437
U2337,MHOM-UG-77-KETRI-2355,445
U2337,MHOM-ZM-82-TRPZ186,198
U2337,MSUS-CI-82-TSW31-BO1,364
U2337,STIB882,106
U2337,TRPZ26,244
U2337,UTAT-1-1,240
U2337,YAOUNDE,742
U2338,AnTat-12-1S,104
U2338,AnTat-25-1S,101
U2339,AnTat-12-1S,1335
U2339,FEO,1042
U2339,FEO-AnTat-16-1,969
U2339,GMOM-ZM-83-TRPZ-317,221
U2339,LIGO,120
U2339,MHOM-SD-82-BIYAMINA,1519
U2339,MHOM-ZM-80-TRPZ-23,478
U2339,MHOM-ZM-83-TRPZ-349,756
U2339,MSUS-CI-78-TSW-157,117
U2339,Rumphi,632
U2339,STIB-851,595
U2339,AnTat-1-1,651
U2339,AnTat-1-1E,622
U2339,AnTat-17-1,141
U2339,AnTat-25-1S,1210
U2339,AnTat-34-1-P10,573
U2339,Feo-AnTat-16-1-bis,895
U2339,GMOM-ZM-83-TRPZ323,2042
U2339,GPAL-ZM-80-TRPZ13,643
U2339,GPAL-ZM-83-TRPZ320,2237
U2339,GTAC-ET-70-GAMBELA4,141
U2339,ITM001,401
U2339,Lister-427,1106
U2339,Lister-427-AT1-KO,532
U2339,LIZZARD,886
U2339,LOPEZ,800
U2339,MALC-BF-80-AB14,112
U2339,MBOI-ZM-82-TRPZ260,481
U2339,MCAP-ZM-83-TRPZ267,351
U2339,MHOM-CI-78-TH1-037,1347
U2339,MHOM-ET-67-GAMBELA1,581
U2339,MHOM-ET-69-GAMBELA3,595
U2339,MHOM-KE-81-LVH122,528
U2339,MHOM-KE-82-LVH61R,973
U2339,MHOM-KE-82-LVH61R-bis,1890
U2339,MHOM-SD-82-BIYAMINA-bis,1369
U2339,MHOM-UG-77-KETRI-2355,1115
U2339,MHOM-ZM-82-TRPZ186,828
U2339,MKOK-BF-90-KK17,131
U2339,MSUS-CI-78-TSW129-cloneC,131
U2339,MSUS-CI-78-TSW185-cloneA,101
U2339,MSUS-CI-82-TSW31-BO1,726
U2339,STIB847,315
U2339,STIB882,334
U2339,STIB883,356
U2339,TRPZ26,663
U2339,UTAT-1-1,462
U2339,YAOUNDE,1415
U2340,AnTat-12-1S,236
U2340,GMOM-ZM-83-TRPZ-317,162
U2340,MHOM-SD-82-BIYAMINA,788
U2340,MHOM-ZM-80-TRPZ-23,167
U2340,MHOM-ZM-83-TRPZ-349,197
U2340,Rumphi,108
U2340,STIB-851,296
U2340,AnTat-1-1,115
U2340,AnTat-1-1E,109
U2340,AnTat-25-1S,266
U2340,AnTat-34-1-P10,102
U2340,GMOM-ZM-83-TRPZ323,1198
U2340,GPAL-ZM-80-TRPZ13,104
U2340,GPAL-ZM-83-TRPZ320,1329
U2340,Lister-427,554
U2340,LIZZARD,180
U2340,LOPEZ,141
U2340,MBOI-ZM-82-TRPZ260,130
U2340,MCAP-ZM-83-TRPZ267,113
U2340,MHOM-CI-78-TH1-037,122
U2340,MHOM-ET-69-GAMBELA3,108
U2340,MHOM-KE-81-LVH122,222
U2340,MHOM-KE-82-LVH61R,531
U2340,MHOM-KE-82-LVH61R-bis,991
U2340,MHOM-SD-82-BIYAMINA-bis,702
U2340,MHOM-UG-77-KETRI-2355,274
U2340,MHOM-ZM-82-TRPZ186,184
U2340,TRPZ26,140
U2340,UTAT-1-1,146
U2341,AnTat-12-1S,130
U2341,FEO,190
U2341,FEO-AnTat-16-1,156
U2341,Rumphi,130
U2341,AnTat-25-1S,214
U2341,Feo-AnTat-16-1-bis,163
U2341,Lister-427,102
U2341,MHOM-CI-78-TH1-037,115
U2341,MHOM-KE-82-LVH61R-bis,114
U2341,YAOUNDE,232
U2342,AnTat-12-1S,136
U2342,MHOM-SD-82-BIYAMINA,106
U2342,LIZZARD,145
U2342,MHOM-KE-82-LVH61R-bis,130
U2343,AnTat-12-1S,149
U2343,MHOM-SD-82-BIYAMINA,110
U2343,MHOM-ZM-83-TRPZ-349,131
U2343,MSUS-CI-78-TSW-157,134
U2343,YAOUNDE,133
U2344,AnTat-12-1S,106
U2344,GMOM-ZM-83-TRPZ-317,138
U2344,MHOM-SD-82-BIYAMINA,157
U2344,GMOM-ZM-83-TRPZ323,304
U2344,GPAL-ZM-83-TRPZ320,447
U2344,Lister-427,295
U2344,MHOM-KE-82-LVH61R,143
U2344,MHOM-KE-82-LVH61R-bis,268
U2344,MHOM-SD-82-BIYAMINA-bis,138
U2344,MHOM-UG-77-KETRI-2355,102
U2345,AnTat-12-1S,1276
U2345,FEO,985
U2345,FEO-AnTat-16-1,924
U2345,MHOM-SD-82-BIYAMINA,887
U2345,MHOM-ZM-80-TRPZ-23,662
U2345,MHOM-ZM-83-TRPZ-349,600
U2345,Rumphi,529
U2345,STIB-851,687
U2345,AnTat-1-1,518
U2345,AnTat-1-1E,523
U2345,AnTat-25-1S,1165
U2345,AnTat-34-1-P10,485
U2345,Feo-AnTat-16-1-bis,689
U2345,GMOM-ZM-83-TRPZ323,244
U2345,GPAL-ZM-80-TRPZ13,270
U2345,GPAL-ZM-83-TRPZ320,299
U2345,GTAC-ET-70-GAMBELA4,150
U2345,ITM001,285
U2345,Lister-427,336
U2345,Lister-427-AT1-KO,391
U2345,LIZZARD,562
U2345,LOPEZ,521
U2345,MBOI-ZM-82-TRPZ260,282
U2345,MCAP-ZM-83-TRPZ267,229
U2345,MHOM-CI-78-TH1-037,1078
U2345,MHOM-ET-67-GAMBELA1,444
U2345,MHOM-ET-69-GAMBELA3,219
U2345,MHOM-KE-81-LVH122,256
U2345,MHOM-KE-82-LVH61R,503
U2345,MHOM-KE-82-LVH61R-bis,980
U2345,MHOM-SD-82-BIYAMINA-bis,712
U2345,MHOM-UG-77-KETRI-2355,488
U2345,MHOM-ZM-82-TRPZ186,302
U2345,MKOK-BF-90-KK17,103
U2345,MSUS-CI-82-TSW31-BO1,612
U2345,STIB847,273
U2345,STIB882,272
U2345,STIB883,328
U2345,TRPZ26,321
U2345,UTAT-1-1,518
U2345,YAOUNDE,1188
U2346,AnTat-12-1S,305
U2346,GMOM-ZM-83-TRPZ-317,193
U2346,MHOM-SD-82-BIYAMINA,939
U2346,MHOM-ZM-80-TRPZ-23,213
U2346,MHOM-ZM-83-TRPZ-349,264
U2346,Rumphi,134
U2346,STIB-851,345
U2346,AnTat-1-1,112
U2346,AnTat-1-1E,132
U2346,AnTat-25-1S,347
U2346,AnTat-34-1-P10,113
U2346,GMOM-ZM-83-TRPZ323,1350
U2346,GPAL-ZM-80-TRPZ13,133
U2346,GPAL-ZM-83-TRPZ320,1702
U2346,Lister-427,705
U2346,LIZZARD,219
U2346,LOPEZ,156
U2346,MBOI-ZM-82-TRPZ260,135
U2346,MCAP-ZM-83-TRPZ267,138
U2346,MHOM-CI-78-TH1-037,128
U2346,MHOM-ET-69-GAMBELA3,105
U2346,MHOM-KE-81-LVH122,269
U2346,MHOM-KE-82-LVH61R,590
U2346,MHOM-KE-82-LVH61R-bis,1196
U2346,MHOM-SD-82-BIYAMINA-bis,729
U2346,MHOM-UG-77-KETRI-2355,317
U2346,MHOM-ZM-82-TRPZ186,188
U2346,STIB847,131
U2346,TRPZ26,176
U2346,UTAT-1-1,131
U2347,AnTat-12-1S,870
U2347,FEO,782
U2347,FEO-AnTat-16-1,652
U2347,GMOM-ZM-83-TRPZ-317,115
U2347,MHOM-SD-82-BIYAMINA,621
U2347,MHOM-ZM-80-TRPZ-23,169
U2347,MHOM-ZM-83-TRPZ-349,496
U2347,Rumphi,272
U2347,STIB-851,346
U2347,AnTat-1-1,229
U2347,AnTat-1-1E,293
U2347,AnTat-25-1S,669
U2347,AnTat-34-1-P10,274
U2347,Feo-AnTat-16-1-bis,557
U2347,GMOM-ZM-83-TRPZ323,606
U2347,GPAL-ZM-80-TRPZ13,319
U2347,GPAL-ZM-83-TRPZ320,748
U2347,GTAC-ET-70-GAMBELA4,127
U2347,ITM001,106
U2347,Lister-427,509
U2347,Lister-427-AT1-KO,216
U2347,LIZZARD,256
U2347,LOPEZ,427
U2347,MBOI-ZM-82-TRPZ260,118
U2347,MCAP-ZM-83-TRPZ267,224
U2347,MHOM-CI-78-TH1-037,336
U2347,MHOM-ET-67-GAMBELA1,293
U2347,MHOM-ET-69-GAMBELA3,338
U2347,MHOM-KE-81-LVH122,257
U2347,MHOM-KE-82-LVH61R,330
U2347,MHOM-KE-82-LVH61R-bis,612
U2347,MHOM-SD-82-BIYAMINA-bis,491
U2347,MHOM-UG-77-KETRI-2355,546
U2347,MHOM-ZM-82-TRPZ186,192
U2347,MSUS-CI-82-TSW31-BO1,435
U2347,STIB882,125
U2347,STIB883,103
U2347,TRPZ26,280
U2347,UTAT-1-1,280
U2347,YAOUNDE,863
U2348,AnTat-12-1S,138
U2348,GMOM-ZM-83-TRPZ-317,148
U2348,MHOM-SD-82-BIYAMINA,212
U2348,MHOM-ZM-83-TRPZ-349,111
U2348,AnTat-25-1S,106
U2348,GMOM-ZM-83-TRPZ323,323
U2348,GPAL-ZM-83-TRPZ320,570
U2348,Lister-427,352
U2348,MHOM-KE-82-LVH61R,159
U2348,MHOM-KE-82-LVH61R-bis,287
U2348,MHOM-SD-82-BIYAMINA-bis,148
U2348,MHOM-UG-77-KETRI-2355,141
U2349,AnTat-12-1S,155
U2349,FEO,195
U2349,FEO-AnTat-16-1,192
U2349,MHOM-SD-82-BIYAMINA,120
U2349,MHOM-ZM-83-TRPZ-349,104
U2349,Rumphi,141
U2349,AnTat-25-1S,233
U2349,Feo-AnTat-16-1-bis,164
U2349,Lister-427,132
U2349,MHOM-CI-78-TH1-037,127
U2349,MHOM-KE-82-LVH61R-bis,138
U2349,MHOM-SD-82-BIYAMINA-bis,111
U2349,YAOUNDE,287
U2350,AnTat-12-1S,124
U2350,AnTat-25-1S,110
U2351,AnTat-12-1S,164
U2351,FEO,134
U2351,FEO-AnTat-16-1,127
U2351,MHOM-SD-82-BIYAMINA,101
U2351,MHOM-ZM-83-TRPZ-349,153
U2351,MSUS-CI-78-TSW-157,140
U2351,Rumphi,140
U2351,Feo-AnTat-16-1-bis,117
U2351,MHOM-ET-67-GAMBELA1,109
U2351,MHOM-KE-82-LVH61R-bis,111
U2351,YAOUNDE,162
U2352,AnTat-12-1S,149
U2352,MHOM-SD-82-BIYAMINA,132
U2352,LIZZARD,163
U2352,MHOM-KE-82-LVH61R-bis,142
U2353,AnTat-12-1S,156
U2353,FEO,149
U2353,FEO-AnTat-16-1,133
U2353,MHOM-SD-82-BIYAMINA,112
U2353,MHOM-ZM-83-TRPZ-349,177
U2353,MSUS-CI-78-TSW-157,129
U2353,Rumphi,101
U2353,Feo-AnTat-16-1-bis,103
U2353,MHOM-KE-82-LVH61R-bis,112
U2353,YAOUNDE,156
U2354,AnTat-12-1S,909
U2354,FEO,743
U2354,FEO-AnTat-16-1,667
U2354,GMOM-ZM-83-TRPZ-317,113
U2354,MHOM-SD-82-BIYAMINA,588
U2354,MHOM-ZM-80-TRPZ-23,166
U2354,MHOM-ZM-83-TRPZ-349,494
U2354,Rumphi,243
U2354,STIB-851,311
U2354,AnTat-1-1,264
U2354,AnTat-1-1E,286
U2354,AnTat-25-1S,644
U2354,AnTat-34-1-P10,244
U2354,Feo-AnTat-16-1-bis,559
U2354,GMOM-ZM-83-TRPZ323,628
U2354,GPAL-ZM-80-TRPZ13,303
U2354,GPAL-ZM-83-TRPZ320,715
U2354,GTAC-ET-70-GAMBELA4,155
U2354,ITM001,114
U2354,Lister-427,456
U2354,Lister-427-AT1-KO,223
U2354,LIZZARD,234
U2354,LOPEZ,395
U2354,MBOI-ZM-82-TRPZ260,112
U2354,MCAP-ZM-83-TRPZ267,213
U2354,MHOM-CI-78-TH1-037,339
U2354,MHOM-ET-67-GAMBELA1,316
U2354,MHOM-ET-69-GAMBELA3,334
U2354,MHOM-KE-81-LVH122,251
U2354,MHOM-KE-82-LVH61R,368
U2354,MHOM-KE-82-LVH61R-bis,599
U2354,MHOM-SD-82-BIYAMINA-bis,462
U2354,MHOM-UG-77-KETRI-2355,534
U2354,MHOM-ZM-82-TRPZ186,229
U2354,MSUS-CI-82-TSW31-BO1,444
U2354,STIB882,135
U2354,STIB883,104
U2354,TRPZ26,302
U2354,UTAT-1-1,238
U2354,YAOUNDE,829
U2355,AnTat-12-1S,1224
U2355,FEO,969
U2355,FEO-AnTat-16-1,910
U2355,MHOM-SD-82-BIYAMINA,898
U2355,MHOM-ZM-80-TRPZ-23,698
U2355,MHOM-ZM-83-TRPZ-349,599
U2355,Rumphi,566
U2355,STIB-851,697
U2355,AnTat-1-1,500
U2355,AnTat-1-1E,504
U2355,AnTat-25-1S,1112
U2355,AnTat-34-1-P10,452
U2355,Feo-AnTat-16-1-bis,673
U2355,GMOM-ZM-83-TRPZ323,248
U2355,GPAL-ZM-80-TRPZ13,297
U2355,GPAL-ZM-83-TRPZ320,310
U2355,GTAC-ET-70-GAMBELA4,138
U2355,ITM001,312
U2355,Lister-427,336
U2355,Lister-427-AT1-KO,406
U2355,LIZZARD,569
U2355,LOPEZ,527
U2355,MBOI-ZM-82-TRPZ260,295
U2355,MCAP-ZM-83-TRPZ267,227
U2355,MHOM-CI-78-TH1-037,981
U2355,MHOM-ET-67-GAMBELA1,413
U2355,MHOM-ET-69-GAMBELA3,219
U2355,MHOM-KE-81-LVH122,234
U2355,MHOM-KE-82-LVH61R,476
U2355,MHOM-KE-82-LVH61R-bis,939
U2355,MHOM-SD-82-BIYAMINA-bis,653
U2355,MHOM-UG-77-KETRI-2355,538
U2355,MHOM-ZM-82-TRPZ186,317
U2355,MSUS-CI-82-TSW31-BO1,604
U2355,STIB847,273
U2355,STIB882,298
U2355,STIB883,315
U2355,TRPZ26,298
U2355,UTAT-1-1,493
U2355,YAOUNDE,1151
U2356,AnTat-12-1S,130
U2356,GMOM-ZM-83-TRPZ-317,164
U2356,MHOM-SD-82-BIYAMINA,165
U2356,MHOM-ZM-83-TRPZ-349,110
U2356,AnTat-25-1S,114
U2356,GMOM-ZM-83-TRPZ323,327
U2356,GPAL-ZM-83-TRPZ320,533
U2356,Lister-427,332
U2356,MHOM-KE-82-LVH61R,144
U2356,MHOM-KE-82-LVH61R-bis,329
U2356,MHOM-SD-82-BIYAMINA-bis,174
U2356,MHOM-UG-77-KETRI-2355,142
U2357,AnTat-12-1S,127
U2357,AnTat-25-1S,140
U2358,AnTat-12-1S,139
U2358,FEO,198
U2358,FEO-AnTat-16-1,190
U2358,MHOM-SD-82-BIYAMINA,117
U2358,MHOM-ZM-83-TRPZ-349,115
U2358,Rumphi,139
U2358,AnTat-25-1S,219
U2358,Feo-AnTat-16-1-bis,166
U2358,ITM001,111
U2358,Lister-427,110
U2358,MHOM-CI-78-TH1-037,152
U2358,MHOM-KE-82-LVH61R-bis,141
U2358,MHOM-SD-82-BIYAMINA-bis,106
U2358,MHOM-ZM-82-TRPZ186,103
U2358,UTAT-1-1,109
U2358,YAOUNDE,236
U2359,AnTat-12-1S,183
U2359,LIZZARD,146
U2359,MHOM-KE-82-LVH61R-bis,156
U2360,AnTat-12-1S,299
U2360,GMOM-ZM-83-TRPZ-317,193
U2360,MHOM-SD-82-BIYAMINA,885
U2360,MHOM-ZM-80-TRPZ-23,194
U2360,MHOM-ZM-83-TRPZ-349,278
U2360,Rumphi,114
U2360,STIB-851,321
U2360,AnTat-1-1,131
U2360,AnTat-1-1E,112
U2360,AnTat-25-1S,333
U2360,GMOM-ZM-83-TRPZ323,1200
U2360,GPAL-ZM-80-TRPZ13,138
U2360,GPAL-ZM-83-TRPZ320,1520
U2360,Lister-427,679
U2360,LIZZARD,245
U2360,LOPEZ,145
U2360,MBOI-ZM-82-TRPZ260,123
U2360,MCAP-ZM-83-TRPZ267,140
U2360,MHOM-CI-78-TH1-037,136
U2360,MHOM-ET-69-GAMBELA3,147
U2360,MHOM-KE-81-LVH122,245
U2360,MHOM-KE-82-LVH61R,552
U2360,MHOM-KE-82-LVH61R-bis,1118
U2360,MHOM-SD-82-BIYAMINA-bis,712
U2360,MHOM-UG-77-KETRI-2355,317
U2360,MHOM-ZM-82-TRPZ186,211
U2360,STIB847,109
U2360,TRPZ26,166
U2360,UTAT-1-1,139
U2361,AnTat-12-1S,702
U2361,FEO,611
U2361,FEO-AnTat-16-1,600
U2361,GMOM-ZM-83-TRPZ-317,120
U2361,MHOM-SD-82-BIYAMINA,582
U2361,MHOM-ZM-80-TRPZ-23,153
U2361,MHOM-ZM-83-TRPZ-349,499
U2361,Rumphi,208
U2361,STIB-851,288
U2361,AnTat-1-1,245
U2361,AnTat-1-1E,227
U2361,AnTat-25-1S,579
U2361,AnTat-34-1-P10,224
U2361,Etat-1-2R,198
U2361,Feo-AnTat-16-1-bis,530
U2361,GMOM-ZM-83-TRPZ323,636
U2361,GPAL-ZM-80-TRPZ13,282
U2361,GPAL-ZM-83-TRPZ320,577
U2361,GTAC-ET-70-GAMBELA4,133
U2361,ITM001,109
U2361,Lister-427,420
U2361,Lister-427-AT1-KO,218
U2361,LIZZARD,233
U2361,LOPEZ,398
U2361,MBOI-ZM-82-TRPZ260,101
U2361,MCAP-ZM-83-TRPZ267,199
U2361,MHOM-CI-78-TH1-037,341
U2361,MHOM-ET-67-GAMBELA1,273
U2361,MHOM-ET-69-GAMBELA3,302
U2361,MHOM-KE-81-LVH122,251
U2361,MHOM-KE-82-LVH61R,285
U2361,MHOM-KE-82-LVH61R-bis,572
U2361,MHOM-SD-82-BIYAMINA-bis,439
U2361,MHOM-UG-77-KETRI-2355,490
U2361,MHOM-ZM-82-TRPZ186,208
U2361,MSUS-CI-82-TSW31-BO1,370
U2361,TRPZ26,245
U2361,UTAT-1-1,254
U2361,YAOUNDE,726
U2362,AnTat-12-1S,161
U2362,MHOM-SD-82-BIYAMINA,108
U2362,GMOM-ZM-83-TRPZ323,108
U2362,LIZZARD,128
U2362,MHOM-KE-82-LVH61R-bis,119
U2363,AnTat-12-1S,156
U2363,FEO,111
U2363,FEO-AnTat-16-1,126
