Unique_ID,Strain,CopyNumber
U1587,MHOM-ZM-82-TRPZ186,196
U1587,MSUS-CI-82-TSW31-BO1,357
U1587,TRPZ26,214
U1587,UTAT-1-1,202
U1587,YAOUNDE,711
U1588,AnTat-12-1S,1094
U1588,FEO,935
U1588,FEO-AnTat-16-1,828
U1588,MHOM-SD-82-BIYAMINA,737
U1588,MHOM-ZM-80-TRPZ-23,544
U1588,MHOM-ZM-83-TRPZ-349,496
U1588,Rumphi,429
U1588,STIB-851,556
U1588,AnTat-1-1,427
U1588,AnTat-1-1E,419
U1588,AnTat-25-1S,1000
U1588,AnTat-34-1-P10,394
U1588,Etat-1-2R,401
U1588,Feo-AnTat-16-1-bis,583
U1588,GMOM-ZM-83-TRPZ323,215
U1588,GPAL-ZM-80-TRPZ13,205
U1588,GPAL-ZM-83-TRPZ320,252
U1588,GTAC-ET-70-GAMBELA4,123
U1588,ITM001,225
U1588,Lister-427,258
U1588,Lister-427-AT1-KO,327
U1588,LIZZARD,525
U1588,LOPEZ,419
U1588,MBOI-ZM-82-TRPZ260,207
U1588,MCAP-ZM-83-TRPZ267,185
U1588,MHOM-CI-78-TH1-037,847
U1588,MHOM-ET-67-GAMBELA1,365
U1588,MHOM-ET-69-GAMBELA3,176
U1588,MHOM-KE-81-LVH122,249
U1588,MHOM-KE-82-LVH61R,397
U1588,MHOM-KE-82-LVH61R-bis,830
U1588,MHOM-SD-82-BIYAMINA-bis,528
U1588,MHOM-UG-77-KETRI-2355,523
U1588,MHOM-ZM-82-TRPZ186,257
U1588,MSUS-CI-82-TSW31-BO1,463
U1588,STIB847,217
U1588,STIB882,251
U1588,STIB883,226
U1588,TRPZ26,296
U1588,UTAT-1-1,418
U1588,YAOUNDE,1066
U1589,AnTat-12-1S,136
U1589,FEO,132
U1589,FEO-AnTat-16-1,142
U1589,MSUS-CI-78-TSW-157,102
U1589,YAOUNDE,142
U1590,AnTat-12-1S,107
U1591,AnTat-12-1S,103
U1591,MHOM-KE-82-LVH61R-bis,114
U1592,AnTat-12-1S,313
U1592,GMOM-ZM-83-TRPZ-317,167
U1592,MHOM-SD-82-BIYAMINA,819
U1592,MHOM-ZM-80-TRPZ-23,244
U1592,MHOM-ZM-83-TRPZ-349,327
U1592,Rumphi,107
U1592,STIB-851,250
U1592,AnTat-1-1E,108
U1592,AnTat-25-1S,267
U1592,Etat-1-2R,150
U1592,GMOM-ZM-83-TRPZ323,1065
U1592,GPAL-ZM-80-TRPZ13,119
U1592,GPAL-ZM-83-TRPZ320,1303
U1592,Lister-427,584
U1592,LIZZARD,182
U1592,LOPEZ,133
U1592,MBOI-ZM-82-TRPZ260,126
U1592,MCAP-ZM-83-TRPZ267,124
U1592,MHOM-CI-78-TH1-037,106
U1592,MHOM-KE-81-LVH122,204
U1592,MHOM-KE-82-LVH61R,474
U1592,MHOM-KE-82-LVH61R-bis,1009
U1592,MHOM-SD-82-BIYAMINA-bis,612
U1592,MHOM-UG-77-KETRI-2355,243
U1592,MHOM-ZM-82-TRPZ186,158
U1592,TRPZ26,150
U1592,UTAT-1-1,102
U1593,AnTat-12-1S,133
U1594,AnTat-12-1S,136
U1594,MHOM-SD-82-BIYAMINA,116
U1594,GMOM-ZM-83-TRPZ323,103
U1594,LIZZARD,137
U1594,MHOM-KE-82-LVH61R-bis,106
U1595,AnTat-12-1S,123
U1595,FEO,182
U1595,FEO-AnTat-16-1,167
U1595,Rumphi,149
U1595,AnTat-25-1S,200
U1595,Feo-AnTat-16-1-bis,132
U1595,Lister-427,106
U1595,MHOM-CI-78-TH1-037,120
U1595,MHOM-KE-82-LVH61R-bis,115
U1595,YAOUNDE,229
U1596,AnTat-12-1S,115
U1596,MHOM-KE-82-LVH61R-bis,123
U1597,AnTat-12-1S,131
U1597,GMOM-ZM-83-TRPZ-317,160
U1597,MHOM-SD-82-BIYAMINA,133
U1597,GMOM-ZM-83-TRPZ323,348
U1597,GPAL-ZM-83-TRPZ320,484
U1597,Lister-427,309
U1597,MHOM-KE-82-LVH61R,103
U1597,MHOM-KE-82-LVH61R-bis,235
U1597,MHOM-SD-82-BIYAMINA-bis,136
U1597,MHOM-UG-77-KETRI-2355,114
U1598,AnTat-12-1S,901
U1598,FEO,745
U1598,FEO-AnTat-16-1,669
U1598,MHOM-SD-82-BIYAMINA,553
U1598,MHOM-ZM-80-TRPZ-23,228
U1598,MHOM-ZM-83-TRPZ-349,485
U1598,Rumphi,249
U1598,STIB-851,298
U1598,AnTat-1-1,227
U1598,AnTat-1-1E,260
U1598,AnTat-25-1S,577
U1598,AnTat-34-1-P10,259
U1598,Feo-AnTat-16-1-bis,459
U1598,GMOM-ZM-83-TRPZ323,627
U1598,GPAL-ZM-80-TRPZ13,310
U1598,GPAL-ZM-83-TRPZ320,662
U1598,GTAC-ET-70-GAMBELA4,125
U1598,ITM001,118
U1598,Lister-427,433
U1598,Lister-427-AT1-KO,204
U1598,LIZZARD,215
U1598,LOPEZ,340
U1598,MCAP-ZM-83-TRPZ267,197
U1598,MHOM-CI-78-TH1-037,366
U1598,MHOM-ET-67-GAMBELA1,278
U1598,MHOM-ET-69-GAMBELA3,328
U1598,MHOM-KE-81-LVH122,226
U1598,MHOM-KE-82-LVH61R,287
U1598,MHOM-KE-82-LVH61R-bis,582
U1598,MHOM-SD-82-BIYAMINA-bis,481
U1598,MHOM-UG-77-KETRI-2355,469
U1598,MHOM-ZM-82-TRPZ186,205
U1598,MSUS-CI-82-TSW31-BO1,390
U1598,STIB882,105
U1598,TRPZ26,223
U1598,UTAT-1-1,236
U1598,YAOUNDE,783
U1599,AnTat-12-1S,1129
U1599,FEO,965
U1599,FEO-AnTat-16-1,877
U1599,MHOM-SD-82-BIYAMINA,783
U1599,MHOM-ZM-80-TRPZ-23,608
U1599,MHOM-ZM-83-TRPZ-349,501
U1599,Rumphi,503
U1599,STIB-851,594
U1599,AnTat-1-1,447
U1599,AnTat-1-1E,438
U1599,AnTat-25-1S,1027
U1599,AnTat-34-1-P10,381
U1599,Feo-AnTat-16-1-bis,626
U1599,GMOM-ZM-83-TRPZ323,239
U1599,GPAL-ZM-80-TRPZ13,237
U1599,GPAL-ZM-83-TRPZ320,274
U1599,GTAC-ET-70-GAMBELA4,155
U1599,ITM001,280
U1599,Lister-427,269
U1599,Lister-427-AT1-KO,336
U1599,LIZZARD,582
U1599,LOPEZ,477
U1599,MBOI-ZM-82-TRPZ260,263
U1599,MCAP-ZM-83-TRPZ267,219
U1599,MHOM-CI-78-TH1-037,915
U1599,MHOM-ET-67-GAMBELA1,421
U1599,MHOM-ET-69-GAMBELA3,178
U1599,MHOM-KE-81-LVH122,227
U1599,MHOM-KE-82-LVH61R,469
U1599,MHOM-KE-82-LVH61R-bis,881
U1599,MHOM-SD-82-BIYAMINA-bis,584
U1599,MHOM-UG-77-KETRI-2355,541
U1599,MHOM-ZM-82-TRPZ186,265
U1599,MSUS-CI-82-TSW31-BO1,552
U1599,STIB847,203
U1599,STIB882,228
U1599,STIB883,240
U1599,TRPZ26,259
U1599,UTAT-1-1,421
U1599,YAOUNDE,1033
U1600,AnTat-12-1S,110
U1601,AnTat-12-1S,153
U1601,FEO,142
U1601,FEO-AnTat-16-1,129
U1601,MHOM-ZM-83-TRPZ-349,127
U1601,YAOUNDE,175
U1602,AnTat-12-1S,313
U1602,GMOM-ZM-83-TRPZ-317,133
U1602,MHOM-SD-82-BIYAMINA,853
U1602,MHOM-ZM-80-TRPZ-23,253
U1602,MHOM-ZM-83-TRPZ-349,275
U1602,Rumphi,107
U1602,STIB-851,257
U1602,AnTat-1-1,111
U1602,AnTat-25-1S,250
U1602,GMOM-ZM-83-TRPZ323,1115
U1602,GPAL-ZM-80-TRPZ13,131
U1602,GPAL-ZM-83-TRPZ320,1475
U1602,ITM001,107
U1602,Lister-427,737
U1602,LIZZARD,197
U1602,LOPEZ,131
U1602,MBOI-ZM-82-TRPZ260,135
U1602,MCAP-ZM-83-TRPZ267,127
U1602,MHOM-CI-78-TH1-037,119
U1602,MHOM-ET-69-GAMBELA3,105
U1602,MHOM-KE-81-LVH122,232
U1602,MHOM-KE-82-LVH61R,573
U1602,MHOM-KE-82-LVH61R-bis,1033
U1602,MHOM-SD-82-BIYAMINA-bis,674
U1602,MHOM-UG-77-KETRI-2355,281
U1602,MHOM-ZM-82-TRPZ186,175
U1602,TRPZ26,162
U1602,UTAT-1-1,116
U1603,AnTat-12-1S,136
U1603,MHOM-CI-78-TH1-037,113
U1603,UTAT-1-1,106
U1604,AnTat-12-1S,198
U1604,LIZZARD,157
U1604,MHOM-KE-82-LVH61R-bis,131
U1605,AnTat-12-1S,673
U1605,FEO,543
U1605,FEO-AnTat-16-1,466
U1605,MHOM-SD-82-BIYAMINA,451
U1605,MHOM-ZM-80-TRPZ-23,141
U1605,MHOM-ZM-83-TRPZ-349,393
U1605,Rumphi,200
U1605,STIB-851,225
U1605,AnTat-1-1,186
U1605,AnTat-1-1E,233
U1605,AnTat-25-1S,418
U1605,AnTat-34-1-P10,164
U1605,Feo-AnTat-16-1-bis,399
U1605,GMOM-ZM-83-TRPZ323,487
U1605,GPAL-ZM-80-TRPZ13,255
U1605,GPAL-ZM-83-TRPZ320,484
U1605,ITM001,107
U1605,Lister-427,316
U1605,Lister-427-AT1-KO,156
U1605,LIZZARD,163
U1605,LOPEZ,279
U1605,MCAP-ZM-83-TRPZ267,138
U1605,MHOM-CI-78-TH1-037,263
U1605,MHOM-ET-67-GAMBELA1,210
U1605,MHOM-ET-69-GAMBELA3,217
U1605,MHOM-KE-81-LVH122,157
U1605,MHOM-KE-82-LVH61R,224
U1605,MHOM-KE-82-LVH61R-bis,417
U1605,MHOM-SD-82-BIYAMINA-bis,318
U1605,MHOM-UG-77-KETRI-2355,352
U1605,MHOM-ZM-82-TRPZ186,162
U1605,MSUS-CI-82-TSW31-BO1,298
U1605,TRPZ26,216
U1605,UTAT-1-1,152
U1605,YAOUNDE,630
U1606,AnTat-12-1S,108
U1606,GMOM-ZM-83-TRPZ-317,114
U1606,MHOM-SD-82-BIYAMINA,122
U1606,GMOM-ZM-83-TRPZ323,292
U1606,GPAL-ZM-83-TRPZ320,349
U1606,Lister-427,244
U1606,MHOM-KE-82-LVH61R,103
U1606,MHOM-KE-82-LVH61R-bis,184
U1606,MHOM-SD-82-BIYAMINA-bis,116
U1607,AnTat-12-1S,134
U1607,FEO,114
U1607,FEO-AnTat-16-1,111
U1607,YAOUNDE,102
U1608,AnTat-12-1S,936
U1608,FEO,670
U1608,FEO-AnTat-16-1,662
U1608,MHOM-SD-82-BIYAMINA,610
U1608,MHOM-ZM-80-TRPZ-23,441
U1608,MHOM-ZM-83-TRPZ-349,399
U1608,Rumphi,318
U1608,STIB-851,442
U1608,AnTat-1-1,336
U1608,AnTat-1-1E,321
U1608,AnTat-25-1S,766
U1608,AnTat-34-1-P10,300
U1608,Feo-AnTat-16-1-bis,445
U1608,GMOM-ZM-83-TRPZ323,178
U1608,GPAL-ZM-80-TRPZ13,169
U1608,GPAL-ZM-83-TRPZ320,170
U1608,GTAC-ET-70-GAMBELA4,123
U1608,ITM001,201
U1608,Lister-427,189
U1608,Lister-427-AT1-KO,282
U1608,LIZZARD,405
U1608,LOPEZ,394
U1608,MBOI-ZM-82-TRPZ260,193
U1608,MCAP-ZM-83-TRPZ267,183
U1608,MHOM-CI-78-TH1-037,713
U1608,MHOM-ET-67-GAMBELA1,304
U1608,MHOM-ET-69-GAMBELA3,161
U1608,MHOM-KE-81-LVH122,179
U1608,MHOM-KE-82-LVH61R,330
U1608,MHOM-KE-82-LVH61R-bis,724
U1608,MHOM-SD-82-BIYAMINA-bis,485
U1608,MHOM-UG-77-KETRI-2355,390
U1608,MHOM-ZM-82-TRPZ186,226
U1608,MSUS-CI-82-TSW31-BO1,396
U1608,STIB847,157
U1608,STIB882,179
U1608,STIB883,182
U1608,TRPZ26,190
U1608,UTAT-1-1,331
U1608,YAOUNDE,816
U1609,AnTat-12-1S,249
U1609,GMOM-ZM-83-TRPZ-317,127
U1609,MHOM-SD-82-BIYAMINA,649
U1609,MHOM-ZM-80-TRPZ-23,173
U1609,MHOM-ZM-83-TRPZ-349,195
U1609,STIB-851,218
U1609,AnTat-25-1S,203
U1609,GMOM-ZM-83-TRPZ323,892
U1609,GPAL-ZM-80-TRPZ13,102
U1609,GPAL-ZM-83-TRPZ320,1105
U1609,Lister-427,498
U1609,LIZZARD,138
U1609,LOPEZ,116
U1609,MCAP-ZM-83-TRPZ267,119
U1609,MHOM-CI-78-TH1-037,104
U1609,MHOM-KE-81-LVH122,179
U1609,MHOM-KE-82-LVH61R,419
U1609,MHOM-KE-82-LVH61R-bis,838
U1609,MHOM-SD-82-BIYAMINA-bis,589
U1609,MHOM-UG-77-KETRI-2355,194
U1609,MHOM-ZM-82-TRPZ186,130
U1609,TRPZ26,133
U1610,AnTat-12-1S,132
U1610,LIZZARD,110
U1610,MHOM-KE-82-LVH61R-bis,102
U1611,AnTat-12-1S,1511
U1611,FEO,1089
U1611,FEO-AnTat-16-1,1005
U1611,GMOM-ZM-83-TRPZ-317,246
U1611,MCAP-CI-91-BALEA-2,117
U1611,MHOM-SD-82-BIYAMINA,1445
U1611,MHOM-ZM-80-TRPZ-23,445
U1611,MHOM-ZM-83-TRPZ-349,761
U1611,MSUS-CI-78-TSW-157,122
U1611,Rumphi,610
U1611,STIB-851,614
U1611,AnTat-1-1,620
U1611,AnTat-1-1E,579
U1611,AnTat-25-1S,1042
U1611,AnTat-34-1-P10,535
U1611,Etat-1-2R,180
U1611,Feo-AnTat-16-1-bis,730
U1611,GMOM-ZM-83-TRPZ323,1708
U1611,GPAL-ZM-80-TRPZ13,545
U1611,GPAL-ZM-83-TRPZ320,1965
U1611,GTAC-ET-70-GAMBELA4,154
U1611,ITM001,347
U1611,Lister-427,934
U1611,Lister-427-AT1-KO,522
U1611,LIZZARD,833
U1611,LOPEZ,678
U1611,MBOI-ZM-82-TRPZ260,424
U1611,MCAP-ZM-83-TRPZ267,320
U1611,MHOM-CI-78-TH1-037,1190
U1611,MHOM-ET-67-GAMBELA1,493
U1611,MHOM-ET-69-GAMBELA3,551
U1611,MHOM-KE-81-LVH122,400
U1611,MHOM-KE-82-LVH61R,839
U1611,MHOM-KE-82-LVH61R-bis,1612
U1611,MHOM-SD-82-BIYAMINA-bis,1102
U1611,MHOM-UG-77-KETRI-2355,975
U1611,MHOM-ZM-82-TRPZ186,691
U1611,MKOK-BF-90-KK17,198
U1611,MSUS-CI-78-TSW129-cloneC,151
U1611,MSUS-CI-78-TSW185-cloneA,116
U1611,MSUS-CI-82-TSW31-BO1,621
U1611,STIB847,264
U1611,STIB882,338
U1611,STIB883,274
U1611,TRPZ26,625
U1611,UTAT-1-1,448
U1611,YAOUNDE,1271
U1612,AnTat-12-1S,121
U1613,AnTat-12-1S,808
U1613,FEO,637
U1613,FEO-AnTat-16-1,564
U1613,MHOM-SD-82-BIYAMINA,621
U1613,MHOM-ZM-80-TRPZ-23,443
U1613,MHOM-ZM-83-TRPZ-349,425
U1613,Rumphi,331
U1613,STIB-851,373
U1613,AnTat-1-1,334
U1613,AnTat-1-1E,294
U1613,AnTat-25-1S,736
U1613,AnTat-34-1-P10,291
U1613,Feo-AnTat-16-1-bis,456
U1613,GMOM-ZM-83-TRPZ323,156
U1613,GPAL-ZM-80-TRPZ13,182
U1613,GPAL-ZM-83-TRPZ320,188
U1613,GTAC-ET-70-GAMBELA4,106
U1613,ITM001,214
U1613,Lister-427,217
U1613,Lister-427-AT1-KO,238
U1613,LIZZARD,379
U1613,LOPEZ,383
U1613,MBOI-ZM-82-TRPZ260,196
U1613,MCAP-ZM-83-TRPZ267,171
U1613,MHOM-CI-78-TH1-037,622
U1613,MHOM-ET-67-GAMBELA1,330
U1613,MHOM-ET-69-GAMBELA3,132
U1613,MHOM-KE-81-LVH122,154
U1613,MHOM-KE-82-LVH61R,364
U1613,MHOM-KE-82-LVH61R-bis,626
U1613,MHOM-SD-82-BIYAMINA-bis,423
U1613,MHOM-UG-77-KETRI-2355,385
U1613,MHOM-ZM-82-TRPZ186,215
U1613,MSUS-CI-82-TSW31-BO1,383
U1613,STIB847,142
U1613,STIB882,227
U1613,STIB883,160
U1613,TRPZ26,215
U1613,UTAT-1-1,330
U1613,YAOUNDE,827
U1614,AnTat-12-1S,624
U1614,FEO,520
U1614,FEO-AnTat-16-1,442
U1614,MHOM-SD-82-BIYAMINA,409
U1614,MHOM-ZM-80-TRPZ-23,147
U1614,MHOM-ZM-83-TRPZ-349,363
U1614,Rumphi,194
U1614,STIB-851,198
U1614,AnTat-1-1,177
U1614,AnTat-1-1E,193
U1614,AnTat-25-1S,413
U1614,AnTat-34-1-P10,191
U1614,Feo-AnTat-16-1-bis,361
U1614,GMOM-ZM-83-TRPZ323,436
U1614,GPAL-ZM-80-TRPZ13,234
U1614,GPAL-ZM-83-TRPZ320,415
U1614,Lister-427,322
U1614,Lister-427-AT1-KO,144
U1614,LIZZARD,180
U1614,LOPEZ,264
U1614,MCAP-ZM-83-TRPZ267,154
U1614,MHOM-CI-78-TH1-037,234
U1614,MHOM-ET-67-GAMBELA1,179
U1614,MHOM-ET-69-GAMBELA3,239
U1614,MHOM-KE-81-LVH122,144
U1614,MHOM-KE-82-LVH61R,198
U1614,MHOM-KE-82-LVH61R-bis,374
U1614,MHOM-SD-82-BIYAMINA-bis,316
U1614,MHOM-UG-77-KETRI-2355,313
U1614,MHOM-ZM-82-TRPZ186,154
U1614,MSUS-CI-82-TSW31-BO1,261
U1614,TRPZ26,188
U1614,UTAT-1-1,165
U1614,YAOUNDE,583
U1615,AnTat-12-1S,1404
U1615,FEO,1004
U1615,FEO-AnTat-16-1,924
U1615,GMOM-ZM-83-TRPZ-317,330
U1615,MCAP-CI-91-BALEA-2,113
U1615,MHOM-SD-82-BIYAMINA,1470
U1615,MHOM-ZM-80-TRPZ-23,393
U1615,MHOM-ZM-83-TRPZ-349,793
U1615,MSUS-CI-78-TSW-157,114
U1615,Rumphi,562
U1615,STIB-851,516
U1615,AnTat-1-1,592
U1615,AnTat-1-1E,577
U1615,AnTat-25-1S,974
U1615,AnTat-34-1-P10,531
U1615,Etat-1-2R,149
U1615,Feo-AnTat-16-1-bis,730
U1615,GMOM-ZM-83-TRPZ323,1567
U1615,GPAL-ZM-80-TRPZ13,521
U1615,GPAL-ZM-83-TRPZ320,1867
U1615,GTAC-ET-70-GAMBELA4,137
U1615,ITM001,350
U1615,Lister-427,901
U1615,Lister-427-AT1-KO,390
U1615,LIZZARD,763
U1615,LOPEZ,693
U1615,MALC-BF-80-AB14,101
U1615,MBOI-ZM-82-TRPZ260,432
U1615,MCAP-ZM-83-TRPZ267,345
U1615,MHOM-CI-78-TH1-037,1131
U1615,MHOM-ET-67-GAMBELA1,497
U1615,MHOM-ET-69-GAMBELA3,533
U1615,MHOM-KE-81-LVH122,437
U1615,MHOM-KE-82-LVH61R,771
U1615,MHOM-KE-82-LVH61R-bis,1464
U1615,MHOM-SD-82-BIYAMINA-bis,1067
U1615,MHOM-UG-77-KETRI-2355,913
U1615,MHOM-ZM-82-TRPZ186,659
U1615,MKOK-BF-90-KK17,222
U1615,MSUS-CI-78-TSW129-cloneC,114
U1615,MSUS-CI-82-TSW31-BO1,641
U1615,STIB847,256
U1615,STIB882,341
U1615,STIB883,277
U1615,TRPZ26,583
U1615,UTAT-1-1,430
U1615,YAOUNDE,1243
U1616,AnTat-12-1S,204
U1616,GMOM-ZM-83-TRPZ-317,186
U1616,MHOM-SD-82-BIYAMINA,627
U1616,MHOM-ZM-80-TRPZ-23,153
U1616,MHOM-ZM-83-TRPZ-349,229
U1616,STIB-851,195
U1616,AnTat-25-1S,204
U1616,GMOM-ZM-83-TRPZ323,823
U1616,GPAL-ZM-80-TRPZ13,102
U1616,GPAL-ZM-83-TRPZ320,1042
U1616,Lister-427,419
U1616,LIZZARD,114
U1616,LOPEZ,103
U1616,MCAP-ZM-83-TRPZ267,118
U1616,MHOM-KE-81-LVH122,172
U1616,MHOM-KE-82-LVH61R,405
U1616,MHOM-KE-82-LVH61R-bis,782
U1616,MHOM-SD-82-BIYAMINA-bis,523
U1616,MHOM-UG-77-KETRI-2355,208
U1616,MHOM-ZM-82-TRPZ186,119
U1616,TRPZ26,118
U1617,AnTat-12-1S,104
U1617,FEO,109
U1617,YAOUNDE,111
U1618,AnTat-12-1S,111
U1618,LIZZARD,107
U1619,AnTat-12-1S,730
U1619,FEO,584
U1619,FEO-AnTat-16-1,537
U1619,GMOM-ZM-83-TRPZ-317,114
U1619,MHOM-SD-82-BIYAMINA,514
U1619,MHOM-ZM-80-TRPZ-23,150
U1619,MHOM-ZM-83-TRPZ-349,434
U1619,Rumphi,210
U1619,STIB-851,224
U1619,AnTat-1-1,198
U1619,AnTat-1-1E,235
U1619,AnTat-25-1S,570
U1619,AnTat-34-1-P10,213
U1619,Etat-1-2R,166
U1619,Feo-AnTat-16-1-bis,414
U1619,GMOM-ZM-83-TRPZ323,537
U1619,GPAL-ZM-80-TRPZ13,207
U1619,GPAL-ZM-83-TRPZ320,540
U1619,GTAC-ET-70-GAMBELA4,116
U1619,Lister-427,374
U1619,Lister-427-AT1-KO,151
U1619,LIZZARD,210
U1619,LOPEZ,316
U1619,MCAP-ZM-83-TRPZ267,169
U1619,MHOM-CI-78-TH1-037,319
U1619,MHOM-ET-67-GAMBELA1,213
U1619,MHOM-ET-69-GAMBELA3,266
U1619,MHOM-KE-81-LVH122,161
U1619,MHOM-KE-82-LVH61R,269
U1619,MHOM-KE-82-LVH61R-bis,508
U1619,MHOM-SD-82-BIYAMINA-bis,358
U1619,MHOM-UG-77-KETRI-2355,415
U1619,MHOM-ZM-82-TRPZ186,185
U1619,MSUS-CI-82-TSW31-BO1,321
U1619,TRPZ26,192
U1619,UTAT-1-1,209
U1619,YAOUNDE,709
U1620,AnTat-12-1S,996
U1620,FEO,766
U1620,FEO-AnTat-16-1,676
U1620,MHOM-SD-82-BIYAMINA,678
U1620,MHOM-ZM-80-TRPZ-23,533
U1620,MHOM-ZM-83-TRPZ-349,449
U1620,Rumphi,392
U1620,STIB-851,485
U1620,AnTat-1-1,405
U1620,AnTat-1-1E,372
U1620,AnTat-25-1S,876
U1620,AnTat-34-1-P10,365
U1620,Etat-1-2R,195
U1620,Feo-AnTat-16-1-bis,540
U1620,GMOM-ZM-83-TRPZ323,168
U1620,GPAL-ZM-80-TRPZ13,188
U1620,GPAL-ZM-83-TRPZ320,235
U1620,GTAC-ET-70-GAMBELA4,117
U1620,ITM001,226
U1620,Lister-427,245
U1620,Lister-427-AT1-KO,319
U1620,LIZZARD,410
U1620,LOPEZ,432
U1620,MBOI-ZM-82-TRPZ260,221
U1620,MCAP-ZM-83-TRPZ267,194
U1620,MHOM-CI-78-TH1-037,753
U1620,MHOM-ET-67-GAMBELA1,380
U1620,MHOM-ET-69-GAMBELA3,154
U1620,MHOM-KE-81-LVH122,201
U1620,MHOM-KE-82-LVH61R,402
U1620,MHOM-KE-82-LVH61R-bis,847
U1620,MHOM-SD-82-BIYAMINA-bis,529
U1620,MHOM-UG-77-KETRI-2355,453
U1620,MHOM-ZM-82-TRPZ186,242
U1620,MSUS-CI-82-TSW31-BO1,427
U1620,STIB847,198
U1620,STIB882,207
U1620,STIB883,209
U1620,TRPZ26,224
U1620,UTAT-1-1,388
U1620,YAOUNDE,988
U1621,AnTat-12-1S,138
U1621,GMOM-ZM-83-TRPZ-317,170
U1621,MHOM-SD-82-BIYAMINA,148
U1621,GMOM-ZM-83-TRPZ323,287
U1621,GPAL-ZM-83-TRPZ320,418
U1621,Lister-427,281
U1621,MHOM-KE-82-LVH61R,112
U1621,MHOM-KE-82-LVH61R-bis,217
U1621,MHOM-SD-82-BIYAMINA-bis,142
U1622,AnTat-12-1S,127
U1622,FEO,115
U1622,FEO-AnTat-16-1,101
U1622,YAOUNDE,118
U1623,AnTat-12-1S,107
U1623,FEO,116
U1623,FEO-AnTat-16-1,143
U1623,Rumphi,102
U1623,AnTat-25-1S,184
U1623,Feo-AnTat-16-1-bis,109
U1623,MHOM-KE-82-LVH61R-bis,109
U1623,YAOUNDE,189
U1624,AnTat-12-1S,104
U1625,AnTat-12-1S,263
U1625,GMOM-ZM-83-TRPZ-317,182
U1625,MHOM-SD-82-BIYAMINA,744
U1625,MHOM-ZM-80-TRPZ-23,191
U1625,MHOM-ZM-83-TRPZ-349,281
U1625,STIB-851,247
U1625,AnTat-25-1S,254
U1625,GMOM-ZM-83-TRPZ323,1029
U1625,GPAL-ZM-80-TRPZ13,123
U1625,GPAL-ZM-83-TRPZ320,1278
U1625,Lister-427,523
U1625,LIZZARD,165
U1625,LOPEZ,128
U1625,MBOI-ZM-82-TRPZ260,115
U1625,MCAP-ZM-83-TRPZ267,120
U1625,MHOM-CI-78-TH1-037,102
U1625,MHOM-ET-69-GAMBELA3,119
U1625,MHOM-KE-81-LVH122,185
U1625,MHOM-KE-82-LVH61R,473
U1625,MHOM-KE-82-LVH61R-bis,952
U1625,MHOM-SD-82-BIYAMINA-bis,645
U1625,MHOM-UG-77-KETRI-2355,235
U1625,MHOM-ZM-82-TRPZ186,161
U1625,TRPZ26,158
U1625,UTAT-1-1,116
U1626,AnTat-12-1S,125
U1626,LIZZARD,124
U1626,MHOM-KE-82-LVH61R-bis,113
U1627,AnTat-12-1S,759
U1627,FEO,613
U1627,FEO-AnTat-16-1,522
U1627,GMOM-ZM-83-TRPZ-317,105
U1627,MHOM-SD-82-BIYAMINA,446
U1627,MHOM-ZM-80-TRPZ-23,143
U1627,MHOM-ZM-83-TRPZ-349,444
U1627,Rumphi,193
U1627,STIB-851,225
U1627,AnTat-1-1,215
U1627,AnTat-1-1E,217
U1627,AnTat-25-1S,497
U1627,AnTat-34-1-P10,218
U1627,Feo-AnTat-16-1-bis,407
U1627,GMOM-ZM-83-TRPZ323,473
U1627,GPAL-ZM-80-TRPZ13,232
U1627,GPAL-ZM-83-TRPZ320,538
U1627,ITM001,101
U1627,Lister-427,410
U1627,Lister-427-AT1-KO,166
U1627,LIZZARD,207
U1627,LOPEZ,341
U1627,MCAP-ZM-83-TRPZ267,183
U1627,MHOM-CI-78-TH1-037,293
U1627,MHOM-ET-67-GAMBELA1,223
U1627,MHOM-ET-69-GAMBELA3,280
U1627,MHOM-KE-81-LVH122,160
U1627,MHOM-KE-82-LVH61R,286
U1627,MHOM-KE-82-LVH61R-bis,497
U1627,MHOM-SD-82-BIYAMINA-bis,404
U1627,MHOM-UG-77-KETRI-2355,354
U1627,MHOM-ZM-82-TRPZ186,199
U1627,MSUS-CI-82-TSW31-BO1,343
U1627,STIB882,101
U1627,TRPZ26,209
U1627,UTAT-1-1,210
U1627,YAOUNDE,719
U1628,AnTat-12-1S,104
U1628,FEO,151
U1628,FEO-AnTat-16-1,132
U1628,Rumphi,105
U1628,AnTat-25-1S,171
U1628,MHOM-CI-78-TH1-037,105
U1628,MHOM-KE-82-LVH61R-bis,107
U1628,YAOUNDE,190
U1629,AnTat-12-1S,116
U1629,FEO,104
U1629,FEO-AnTat-16-1,105
U1629,MHOM-ZM-83-TRPZ-349,102
U1629,YAOUNDE,125
U1630,AnTat-12-1S,252
U1630,GMOM-ZM-83-TRPZ-317,170
U1630,MHOM-SD-82-BIYAMINA,698
U1630,MHOM-ZM-80-TRPZ-23,185
U1630,MHOM-ZM-83-TRPZ-349,233
U1630,STIB-851,243
U1630,AnTat-25-1S,271
U1630,AnTat-34-1-P10,106
U1630,GMOM-ZM-83-TRPZ323,957
U1630,GPAL-ZM-83-TRPZ320,1305
U1630,ITM001,105
U1630,Lister-427,524
U1630,LIZZARD,149
U1630,LOPEZ,117
